route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
81,081,81 - OAK HILL,West Mifflin,Bus,2020-05-01,202005,SAT.,663.8,5
82,082,82 - LINCOLN,East Liberty,Bus,2020-05-01,202005,SAT.,1406.2,5
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-05-01,202005,SAT.,1114.2,5
86,086,86 - LIBERTY,East Liberty,Bus,2020-05-01,202005,SAT.,1283.8,5
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-05-01,202005,SAT.,340,5
88,088,88 - PENN,East Liberty,Bus,2020-05-01,202005,SAT.,622.4,5
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-05-01,202005,SAT.,154.8,5
91,091,91 - BUTLER STREET,Ross,Bus,2020-05-01,202005,SAT.,1260.6,5
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-05-01,202005,SAT.,607.4,5
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-05-01,202005,SAT.,2161.8,5
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-05-01,202005,SAT.,485.4,5
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-05-01,202005,SAT.,549.8,5
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2020-05-01,202005,SAT.,329,5
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-05-01,202005,SAT.,449,5
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-05-01,202005,SUN.,659,6
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-05-01,202005,SUN.,42,6
6,006,6 - SPRING HILL,Ross,Bus,2020-05-01,202005,SUN.,438.166666666667,6
8,008,8 - PERRYSVILLE,Ross,Bus,2020-05-01,202005,SUN.,831.833333333333,6
11,011,11 - FINEVIEW,Ross,Bus,2020-05-01,202005,SUN.,137.166666666667,6
12,012,12 - MCKNIGHT,Ross,Bus,2020-05-01,202005,SUN.,461.333333333333,6
13,013,13 - BELLEVUE,Ross,Bus,2020-05-01,202005,SUN.,592.333333333333,6
14,014,14 - OHIO VALLEY,Ross,Bus,2020-05-01,202005,SUN.,237.333333333333,6
15,015,15 - CHARLES,Ross,Bus,2020-05-01,202005,SUN.,441.333333333333,6
16,016,16 - BRIGHTON,Ross,Bus,2020-05-01,202005,SUN.,1118,6
17,017,17 - SHADELAND,Ross,Bus,2020-05-01,202005,SUN.,464,6
21,021,21 - CORAOPOLIS,Collier,Bus,2020-05-01,202005,SUN.,496,6
24,024,24 - WEST PARK,Collier,Bus,2020-05-01,202005,SUN.,726.5,6
26,026,26 - CHARTIERS,Collier,Bus,2020-05-01,202005,SUN.,277.333333333333,6
27,027,27 - FAIRYWOOD,Collier,Bus,2020-05-01,202005,SUN.,312,6
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-05-01,202005,SUN.,562.333333333333,6
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-05-01,202005,SUN.,385.833333333333,6
38,038,38 - GREEN TREE,Collier,Bus,2020-05-01,202005,SUN.,81.8333333333333,6
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-05-01,202005,SUN.,101.333333333333,6
41,041,41 - BOWER HILL,Collier,Bus,2020-05-01,202005,SUN.,185.5,6
43,043,43 - BAILEY,Collier,Bus,2020-05-01,202005,SUN.,150.333333333333,6
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-05-01,202005,SUN.,174.666666666667,6
48,048,48 - ARLINGTON,Collier,Bus,2020-05-01,202005,SUN.,674.666666666667,6
51,051,51 - CARRICK,West Mifflin,Bus,2020-05-01,202005,SUN.,2778.5,6
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-05-01,202005,SUN.,131,6
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-05-01,202005,SUN.,482.5,6
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-05-01,202005,SUN.,680.833333333333,6
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-05-01,202005,SUN.,281,6
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-05-01,202005,SUN.,463.166666666667,6
58,058,58 - GREENFIELD,East Liberty,Bus,2020-05-01,202005,SUN.,53.8333333333333,6
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-05-01,202005,SUN.,1154.16666666667,6
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-05-01,202005,SUN.,1035.33333333333,6
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-05-01,202005,SUN.,706.833333333333,6
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-05-01,202005,SUN.,1392.66666666667,6
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-05-01,202005,SUN.,629.5,6
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2020-05-01,202005,SUN.,418,6
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-05-01,202005,SUN.,233.666666666667,6
69,069,69 - TRAFFORD,East Liberty,Bus,2020-05-01,202005,SUN.,209,6
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-05-01,202005,SUN.,664.166666666667,6
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-05-01,202005,SUN.,373.166666666667,6
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-05-01,202005,SUN.,729.666666666667,6
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-05-01,202005,SUN.,486,6
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-05-01,202005,SUN.,530.166666666667,6
77,077,77 - PENN HILLS,East Liberty,Bus,2020-05-01,202005,SUN.,549.166666666667,6
79,079,79 - EAST HILLS,East Liberty,Bus,2020-05-01,202005,SUN.,439.666666666667,6
81,081,81 - OAK HILL,West Mifflin,Bus,2020-05-01,202005,SUN.,451.833333333333,6
82,082,82 - LINCOLN,East Liberty,Bus,2020-05-01,202005,SUN.,1193,6
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-05-01,202005,SUN.,647.333333333333,6
86,086,86 - LIBERTY,East Liberty,Bus,2020-05-01,202005,SUN.,964.5,6
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-05-01,202005,SUN.,94.8333333333333,6
88,088,88 - PENN,East Liberty,Bus,2020-05-01,202005,SUN.,584,6
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-05-01,202005,SUN.,88.1666666666667,6
91,091,91 - BUTLER STREET,Ross,Bus,2020-05-01,202005,SUN.,740.666666666667,6
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-05-01,202005,SUN.,523.333333333333,6
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-05-01,202005,SUN.,2067.66666666667,6
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-05-01,202005,SUN.,330,6
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-05-01,202005,SUN.,382.666666666667,6
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-05-01,202005,SUN.,328.833333333333,6
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-05-01,202005,WEEKDAY,1042.9,20
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-05-01,202005,WEEKDAY,445.8,20
4,004,4 - TROY HILL,Ross,Bus,2020-05-01,202005,WEEKDAY,289.4,20
6,006,6 - SPRING HILL,Ross,Bus,2020-05-01,202005,WEEKDAY,690.95,20
7,007,7 - SPRING GARDEN,Ross,Bus,2020-05-01,202005,WEEKDAY,58.55,20
8,008,8 - PERRYSVILLE,Ross,Bus,2020-05-01,202005,WEEKDAY,1550.7,20
11,011,11 - FINEVIEW,Ross,Bus,2020-05-01,202005,WEEKDAY,342.95,20
12,012,12 - MCKNIGHT,Ross,Bus,2020-05-01,202005,WEEKDAY,548.1,20
13,013,13 - BELLEVUE,Ross,Bus,2020-05-01,202005,WEEKDAY,937.25,20
14,014,14 - OHIO VALLEY,Ross,Bus,2020-05-01,202005,WEEKDAY,504.75,20
15,015,15 - CHARLES,Ross,Bus,2020-05-01,202005,WEEKDAY,647.95,20
16,016,16 - BRIGHTON,Ross,Bus,2020-05-01,202005,WEEKDAY,1711.5,20
17,017,17 - SHADELAND,Ross,Bus,2020-05-01,202005,WEEKDAY,639.6,20
18,018,18 - MANCHESTER,Ross,Bus,2020-05-01,202005,WEEKDAY,59.65,20
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2020-05-01,202005,WEEKDAY,91.7,20
20,020,20 - KENNEDY,Collier,Bus,2020-05-01,202005,WEEKDAY,345.3,20
21,021,21 - CORAOPOLIS,Collier,Bus,2020-05-01,202005,WEEKDAY,969.2,20
22,022,22 - MCCOY,Collier,Bus,2020-05-01,202005,WEEKDAY,628.95,20
24,024,24 - WEST PARK,Collier,Bus,2020-05-01,202005,WEEKDAY,835.85,20
26,026,26 - CHARTIERS,Collier,Bus,2020-05-01,202005,WEEKDAY,527.1,20
27,027,27 - FAIRYWOOD,Collier,Bus,2020-05-01,202005,WEEKDAY,524.6,20
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,606.5,20
29,029,29 - ROBINSON,Collier,Bus,2020-05-01,202005,WEEKDAY,452.7,20
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-05-01,202005,WEEKDAY,662.3,20
36,036,36 - BANKSVILLE,Collier,Bus,2020-05-01,202005,WEEKDAY,166.5,20
38,038,38 - GREEN TREE,Collier,Bus,2020-05-01,202005,WEEKDAY,502.35,20
39,039,39 - BROOKLINE,Collier,Bus,2020-05-01,202005,WEEKDAY,380.8,20
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-05-01,202005,WEEKDAY,263.1,20
41,041,41 - BOWER HILL,Collier,Bus,2020-05-01,202005,WEEKDAY,566.1,20
43,043,43 - BAILEY,Collier,Bus,2020-05-01,202005,WEEKDAY,253,20
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-05-01,202005,WEEKDAY,406.8,20
48,048,48 - ARLINGTON,Collier,Bus,2020-05-01,202005,WEEKDAY,1022.35,20
51,051,51 - CARRICK,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,3468.3,20
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,317.6,20
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,171.65,20
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,557.15,20
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-05-01,202005,WEEKDAY,1149.95,20
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,881,20
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,824.05,20
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,646.55,20
58,058,58 - GREENFIELD,East Liberty,Bus,2020-05-01,202005,WEEKDAY,201.85,20
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,1729.1,20
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,102.7,20
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,1517.2,20
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,1028.95,20
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,1804.65,20
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,960.6,20
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,751.25,20
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,63.85,20
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-05-01,202005,WEEKDAY,560.95,20
69,069,69 - TRAFFORD,East Liberty,Bus,2020-05-01,202005,WEEKDAY,420.15,20
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,65.95,20
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-05-01,202005,WEEKDAY,1182,20
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-05-01,202005,WEEKDAY,622.35,20
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-05-01,202005,WEEKDAY,1218.55,20
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-05-01,202005,WEEKDAY,868.2,20
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2020-05-01,202005,WEEKDAY,397.45,20
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-05-01,202005,WEEKDAY,789.5,20
77,077,77 - PENN HILLS,East Liberty,Bus,2020-05-01,202005,WEEKDAY,834.75,20
79,079,79 - EAST HILLS,East Liberty,Bus,2020-05-01,202005,WEEKDAY,592.35,20
81,081,81 - OAK HILL,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,895.05,20
82,082,82 - LINCOLN,East Liberty,Bus,2020-05-01,202005,WEEKDAY,1803.1,20
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,1446.7,20
86,086,86 - LIBERTY,East Liberty,Bus,2020-05-01,202005,WEEKDAY,1224.95,20
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-05-01,202005,WEEKDAY,752.65,20
88,088,88 - PENN,East Liberty,Bus,2020-05-01,202005,WEEKDAY,964.75,20
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-05-01,202005,WEEKDAY,244.9,20
91,091,91 - BUTLER STREET,Ross,Bus,2020-05-01,202005,WEEKDAY,2050.55,20
93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,644.05,20
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-05-01,202005,WEEKDAY,809.25,20
G3,G3,G3 - MOON FLYER,Collier,Bus,2020-05-01,202005,WEEKDAY,133.05,20
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2020-05-01,202005,WEEKDAY,64.05,20
O1,O1,O1 - ROSS FLYER,Ross,Bus,2020-05-01,202005,WEEKDAY,88.25,20
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2020-05-01,202005,WEEKDAY,152.45,20
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2020-05-01,202005,WEEKDAY,14,20
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-05-01,202005,WEEKDAY,3594.6,20
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,111.1,20
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,106.4,20
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2020-05-01,202005,WEEKDAY,32.3,20
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,143.5,20
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,119.35,20
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2020-05-01,202005,WEEKDAY,0.05,20
P3,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2020-05-01,202005,WEEKDAY,501.35,20
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,75.6,20
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,604.3,20
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,111.7,20
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,235.7,20
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,71.75,20
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,165.55,20
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2020-05-01,202005,WEEKDAY,431.7,20
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,233.25,20
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,95.8,20
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,809.1,20
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,568.55,20
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-05-01,202005,WEEKDAY,650.05,20
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2020-05-01,202005,SAT.,238.8,5
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2020-05-01,202005,SAT.,900.6,5
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Rail,2020-05-01,202005,SAT.,313.4,5
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2020-05-01,202005,SUN.,164.333333333333,6
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2020-05-01,202005,SUN.,668.833333333333,6
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Rail,2020-05-01,202005,SUN.,272.166666666667,6
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2020-05-01,202005,WEEKDAY,784.6,20
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2020-05-01,202005,WEEKDAY,1194.45,20
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Rail,2020-05-01,202005,WEEKDAY,557.35,20
MI,000,MONONGAHELA INCLINE,Incline,Incline,2020-05-01,202005,SAT.,270.8,5
MI,000,MONONGAHELA INCLINE,Incline,Incline,2020-05-01,202005,SUN.,154.833333333333,6
MI,000,MONONGAHELA INCLINE,Incline,Incline,2020-05-01,202005,WEEKDAY,184.2,20
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-06-01,202006,SAT.,990,4
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-06-01,202006,SAT.,92,4
4,004,4 - TROY HILL,Ross,Bus,2020-06-01,202006,SAT.,134.75,4
6,006,6 - SPRING HILL,Ross,Bus,2020-06-01,202006,SAT.,378.75,4
8,008,8 - PERRYSVILLE,Ross,Bus,2020-06-01,202006,SAT.,1181.5,4
11,011,11 - FINEVIEW,Ross,Bus,2020-06-01,202006,SAT.,169.75,4
12,012,12 - MCKNIGHT,Ross,Bus,2020-06-01,202006,SAT.,861.25,4
13,013,13 - BELLEVUE,Ross,Bus,2020-06-01,202006,SAT.,1066,4
14,014,14 - OHIO VALLEY,Ross,Bus,2020-06-01,202006,SAT.,376.5,4
15,015,15 - CHARLES,Ross,Bus,2020-06-01,202006,SAT.,657.25,4
16,016,16 - BRIGHTON,Ross,Bus,2020-06-01,202006,SAT.,1479.75,4
17,017,17 - SHADELAND,Ross,Bus,2020-06-01,202006,SAT.,383.25,4
21,021,21 - CORAOPOLIS,Collier,Bus,2020-06-01,202006,SAT.,535.5,4
22,022,22 - MCCOY,Collier,Bus,2020-06-01,202006,SAT.,387.75,4
24,024,24 - WEST PARK,Collier,Bus,2020-06-01,202006,SAT.,925,4
26,026,26 - CHARTIERS,Collier,Bus,2020-06-01,202006,SAT.,413,4
27,027,27 - FAIRYWOOD,Collier,Bus,2020-06-01,202006,SAT.,445.5,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-06-01,202006,SAT.,742.75,4
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-06-01,202006,SAT.,544.75,4
38,038,38 - GREEN TREE,Collier,Bus,2020-06-01,202006,SAT.,210,4
39,039,39 - BROOKLINE,Collier,Bus,2020-06-01,202006,SAT.,126,4
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-06-01,202006,SAT.,133,4
41,041,41 - BOWER HILL,Collier,Bus,2020-06-01,202006,SAT.,326,4
43,043,43 - BAILEY,Collier,Bus,2020-06-01,202006,SAT.,163.75,4
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-06-01,202006,SAT.,165.25,4
48,048,48 - ARLINGTON,Collier,Bus,2020-06-01,202006,SAT.,1215.5,4
51,051,51 - CARRICK,West Mifflin,Bus,2020-06-01,202006,SAT.,3663,4
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-06-01,202006,SAT.,276,4
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-06-01,202006,SAT.,987.5,4
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-06-01,202006,SAT.,675.5,4
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-06-01,202006,SAT.,530.25,4
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-06-01,202006,SAT.,609.25,4
58,058,58 - GREENFIELD,East Liberty,Bus,2020-06-01,202006,SAT.,92.5,4
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-06-01,202006,SAT.,1436.5,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-06-01,202006,SAT.,1284.25,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-06-01,202006,SAT.,970.75,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-06-01,202006,SAT.,2016,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-06-01,202006,SAT.,1042.75,4
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2020-06-01,202006,SAT.,801.5,4
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-06-01,202006,SAT.,492.5,4
69,069,69 - TRAFFORD,East Liberty,Bus,2020-06-01,202006,SAT.,209.75,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-06-01,202006,SAT.,1085.25,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-06-01,202006,SAT.,591,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-06-01,202006,SAT.,1147.5,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-06-01,202006,SAT.,693,4
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2020-06-01,202006,SAT.,326.5,4
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-06-01,202006,SAT.,670.5,4
77,077,77 - PENN HILLS,East Liberty,Bus,2020-06-01,202006,SAT.,734,4
79,079,79 - EAST HILLS,East Liberty,Bus,2020-06-01,202006,SAT.,538.25,4
81,081,81 - OAK HILL,West Mifflin,Bus,2020-06-01,202006,SAT.,627,4
82,082,82 - LINCOLN,East Liberty,Bus,2020-06-01,202006,SAT.,1707,4
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-06-01,202006,SAT.,1082.5,4
86,086,86 - LIBERTY,East Liberty,Bus,2020-06-01,202006,SAT.,1613,4
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-06-01,202006,SAT.,464.5,4
88,088,88 - PENN,East Liberty,Bus,2020-06-01,202006,SAT.,898.5,4
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-06-01,202006,SAT.,208.25,4
91,091,91 - BUTLER STREET,Ross,Bus,2020-06-01,202006,SAT.,1450.25,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-06-01,202006,SAT.,724.5,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-06-01,202006,SAT.,3009.25,4
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-06-01,202006,SAT.,265.75,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-06-01,202006,SAT.,543,4
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2020-06-01,202006,SAT.,338.25,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-06-01,202006,SAT.,502.5,4
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-06-01,202006,SUN.,736.75,4
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-06-01,202006,SUN.,63.25,4
6,006,6 - SPRING HILL,Ross,Bus,2020-06-01,202006,SUN.,422.25,4
8,008,8 - PERRYSVILLE,Ross,Bus,2020-06-01,202006,SUN.,734.75,4
11,011,11 - FINEVIEW,Ross,Bus,2020-06-01,202006,SUN.,79.25,4
12,012,12 - MCKNIGHT,Ross,Bus,2020-06-01,202006,SUN.,579.25,4
13,013,13 - BELLEVUE,Ross,Bus,2020-06-01,202006,SUN.,574.75,4
14,014,14 - OHIO VALLEY,Ross,Bus,2020-06-01,202006,SUN.,233,4
15,015,15 - CHARLES,Ross,Bus,2020-06-01,202006,SUN.,336.75,4
16,016,16 - BRIGHTON,Ross,Bus,2020-06-01,202006,SUN.,1093.75,4
17,017,17 - SHADELAND,Ross,Bus,2020-06-01,202006,SUN.,390.25,4
21,021,21 - CORAOPOLIS,Collier,Bus,2020-06-01,202006,SUN.,469.25,4
24,024,24 - WEST PARK,Collier,Bus,2020-06-01,202006,SUN.,751.75,4
26,026,26 - CHARTIERS,Collier,Bus,2020-06-01,202006,SUN.,257,4
27,027,27 - FAIRYWOOD,Collier,Bus,2020-06-01,202006,SUN.,357.75,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-06-01,202006,SUN.,637,4
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-06-01,202006,SUN.,414,4
38,038,38 - GREEN TREE,Collier,Bus,2020-06-01,202006,SUN.,89,4
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-06-01,202006,SUN.,93,4
41,041,41 - BOWER HILL,Collier,Bus,2020-06-01,202006,SUN.,170.75,4
43,043,43 - BAILEY,Collier,Bus,2020-06-01,202006,SUN.,150.25,4
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-06-01,202006,SUN.,160.75,4
48,048,48 - ARLINGTON,Collier,Bus,2020-06-01,202006,SUN.,762.5,4
51,051,51 - CARRICK,West Mifflin,Bus,2020-06-01,202006,SUN.,2597.5,4
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-06-01,202006,SUN.,138,4
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-06-01,202006,SUN.,550,4
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-06-01,202006,SUN.,597.25,4
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-06-01,202006,SUN.,365.25,4
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-06-01,202006,SUN.,454,4
58,058,58 - GREENFIELD,East Liberty,Bus,2020-06-01,202006,SUN.,62.5,4
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-06-01,202006,SUN.,1109.5,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-06-01,202006,SUN.,991.5,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-06-01,202006,SUN.,735,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-06-01,202006,SUN.,1468.25,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-06-01,202006,SUN.,762.5,4
