route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2020-06-01,202006,SUN.,519.75,4
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-06-01,202006,SUN.,188,4
69,069,69 - TRAFFORD,East Liberty,Bus,2020-06-01,202006,SUN.,145.25,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-06-01,202006,SUN.,764,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-06-01,202006,SUN.,403.5,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-06-01,202006,SUN.,909.5,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-06-01,202006,SUN.,539,4
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-06-01,202006,SUN.,493.75,4
77,077,77 - PENN HILLS,East Liberty,Bus,2020-06-01,202006,SUN.,470.75,4
79,079,79 - EAST HILLS,East Liberty,Bus,2020-06-01,202006,SUN.,321,4
81,081,81 - OAK HILL,West Mifflin,Bus,2020-06-01,202006,SUN.,415.75,4
82,082,82 - LINCOLN,East Liberty,Bus,2020-06-01,202006,SUN.,1187,4
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-06-01,202006,SUN.,643.25,4
86,086,86 - LIBERTY,East Liberty,Bus,2020-06-01,202006,SUN.,1003.75,4
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-06-01,202006,SUN.,142,4
88,088,88 - PENN,East Liberty,Bus,2020-06-01,202006,SUN.,592,4
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-06-01,202006,SUN.,119,4
91,091,91 - BUTLER STREET,Ross,Bus,2020-06-01,202006,SUN.,891.5,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-06-01,202006,SUN.,542.5,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-06-01,202006,SUN.,1954.25,4
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-06-01,202006,SUN.,290,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-06-01,202006,SUN.,494.25,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-06-01,202006,SUN.,297.25,4
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-06-01,202006,WEEKDAY,1171.5,22
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-06-01,202006,WEEKDAY,544.227272727273,22
4,004,4 - TROY HILL,Ross,Bus,2020-06-01,202006,WEEKDAY,307.454545454545,22
6,006,6 - SPRING HILL,Ross,Bus,2020-06-01,202006,WEEKDAY,688.181818181818,22
7,007,7 - SPRING GARDEN,Ross,Bus,2020-06-01,202006,WEEKDAY,59.4545454545455,22
8,008,8 - PERRYSVILLE,Ross,Bus,2020-06-01,202006,WEEKDAY,1777.09090909091,22
11,011,11 - FINEVIEW,Ross,Bus,2020-06-01,202006,WEEKDAY,324.545454545455,22
12,012,12 - MCKNIGHT,Ross,Bus,2020-06-01,202006,WEEKDAY,753.090909090909,22
13,013,13 - BELLEVUE,Ross,Bus,2020-06-01,202006,WEEKDAY,1199.81818181818,22
14,014,14 - OHIO VALLEY,Ross,Bus,2020-06-01,202006,WEEKDAY,670.454545454545,22
15,015,15 - CHARLES,Ross,Bus,2020-06-01,202006,WEEKDAY,608.136363636364,22
16,016,16 - BRIGHTON,Ross,Bus,2020-06-01,202006,WEEKDAY,2181.86363636364,22
17,017,17 - SHADELAND,Ross,Bus,2020-06-01,202006,WEEKDAY,758.227272727273,22
18,018,18 - MANCHESTER,Ross,Bus,2020-06-01,202006,WEEKDAY,48.8181818181818,22
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2020-06-01,202006,WEEKDAY,92.9090909090909,22
20,020,20 - KENNEDY,Collier,Bus,2020-06-01,202006,WEEKDAY,383.636363636364,22
21,021,21 - CORAOPOLIS,Collier,Bus,2020-06-01,202006,WEEKDAY,912.454545454545,22
22,022,22 - MCCOY,Collier,Bus,2020-06-01,202006,WEEKDAY,583.181818181818,22
24,024,24 - WEST PARK,Collier,Bus,2020-06-01,202006,WEEKDAY,1062.40909090909,22
26,026,26 - CHARTIERS,Collier,Bus,2020-06-01,202006,WEEKDAY,628.863636363636,22
27,027,27 - FAIRYWOOD,Collier,Bus,2020-06-01,202006,WEEKDAY,591.181818181818,22
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-06-01,202006,WEEKDAY,743.227272727273,22
29,029,29 - ROBINSON,Collier,Bus,2020-06-01,202006,WEEKDAY,512.272727272727,22
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-06-01,202006,WEEKDAY,813.5,22
36,036,36 - BANKSVILLE,Collier,Bus,2020-06-01,202006,WEEKDAY,215.090909090909,22
38,038,38 - GREEN TREE,Collier,Bus,2020-06-01,202006,WEEKDAY,601.5,22
39,039,39 - BROOKLINE,Collier,Bus,2020-06-01,202006,WEEKDAY,471.181818181818,22
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-06-01,202006,WEEKDAY,259.363636363636,22
41,041,41 - BOWER HILL,Collier,Bus,2020-06-01,202006,WEEKDAY,634.727272727273,22
43,043,43 - BAILEY,Collier,Bus,2020-06-01,202006,WEEKDAY,281.045454545455,22
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-06-01,202006,WEEKDAY,472.363636363636,22
48,048,48 - ARLINGTON,Collier,Bus,2020-06-01,202006,WEEKDAY,1402.81818181818,22
51,051,51 - CARRICK,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,4657.09090909091,22
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,160.909090909091,22
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,145,22
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,619.409090909091,22
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-06-01,202006,WEEKDAY,1473.86363636364,22
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,812.045454545455,22
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,857.636363636364,22
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,690.818181818182,22
58,058,58 - GREENFIELD,East Liberty,Bus,2020-06-01,202006,WEEKDAY,273.909090909091,22
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,1576.5,22
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,1626.22727272727,22
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,1112.68181818182,22
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,1913.72727272727,22
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,1116.95454545455,22
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,884.227272727273,22
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,65.6818181818182,22
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-06-01,202006,WEEKDAY,564.136363636364,22
69,069,69 - TRAFFORD,East Liberty,Bus,2020-06-01,202006,WEEKDAY,527,22
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2020-06-01,202006,WEEKDAY,63.5454545454545,22
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-06-01,202006,WEEKDAY,1310.45454545455,22
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-06-01,202006,WEEKDAY,734.727272727273,22
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-06-01,202006,WEEKDAY,1298.27272727273,22
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-06-01,202006,WEEKDAY,918.772727272727,22
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2020-06-01,202006,WEEKDAY,445.772727272727,22
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-06-01,202006,WEEKDAY,1155.18181818182,22
77,077,77 - PENN HILLS,East Liberty,Bus,2020-06-01,202006,WEEKDAY,960.5,22
79,079,79 - EAST HILLS,East Liberty,Bus,2020-06-01,202006,WEEKDAY,606.681818181818,22
81,081,81 - OAK HILL,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,901.136363636364,22
82,082,82 - LINCOLN,East Liberty,Bus,2020-06-01,202006,WEEKDAY,2247.45454545455,22
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,1428.04545454545,22
86,086,86 - LIBERTY,East Liberty,Bus,2020-06-01,202006,WEEKDAY,1512.22727272727,22
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-06-01,202006,WEEKDAY,907.318181818182,22
88,088,88 - PENN,East Liberty,Bus,2020-06-01,202006,WEEKDAY,1354.22727272727,22
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-06-01,202006,WEEKDAY,217,22
91,091,91 - BUTLER STREET,Ross,Bus,2020-06-01,202006,WEEKDAY,2067.13636363636,22
93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,687.636363636364,22
NA,60,,,,2020-06-01,202006,WEEKDAY,232,22
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-06-01,202006,WEEKDAY,860.863636363636,22
G3,G3,G3 - MOON FLYER,Collier,Bus,2020-06-01,202006,WEEKDAY,160.363636363636,22
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2020-06-01,202006,WEEKDAY,87.7727272727273,22
O1,O1,O1 - ROSS FLYER,Ross,Bus,2020-06-01,202006,WEEKDAY,142.727272727273,22
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2020-06-01,202006,WEEKDAY,216,22
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2020-06-01,202006,WEEKDAY,15.0909090909091,22
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-06-01,202006,WEEKDAY,4202.59090909091,22
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2020-06-01,202006,WEEKDAY,144.5,22
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2020-06-01,202006,WEEKDAY,164.045454545455,22
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2020-06-01,202006,WEEKDAY,34.4545454545455,22
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2020-06-01,202006,WEEKDAY,171.045454545455,22
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2020-06-01,202006,WEEKDAY,120.818181818182,22
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2020-06-01,202006,WEEKDAY,0,22
P3,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2020-06-01,202006,WEEKDAY,601.863636363636,22
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2020-06-01,202006,WEEKDAY,89.2727272727273,22
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-06-01,202006,WEEKDAY,631.272727272727,22
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2020-06-01,202006,WEEKDAY,106.045454545455,22
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,238.227272727273,22
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2020-06-01,202006,WEEKDAY,82,22
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,169.5,22
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2020-06-01,202006,WEEKDAY,564.909090909091,22
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,76.5,22
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,47.8636363636364,22
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,909.318181818182,22
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,558.772727272727,22
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,639.181818181818,22
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2020-06-01,202006,SAT.,344,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2020-06-01,202006,SAT.,1733.5,4
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Rail,2020-06-01,202006,SAT.,514.5,4
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2020-06-01,202006,SUN.,206,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2020-06-01,202006,SUN.,1352.75,4
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Rail,2020-06-01,202006,SUN.,422.75,4
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Rail,2020-06-01,202006,WEEKDAY,1330.09090909091,22
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2020-06-01,202006,WEEKDAY,1935.86363636364,22
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Rail,2020-06-01,202006,WEEKDAY,837.681818181818,22
MI,000,MONONGAHELA INCLINE,Incline,Incline,2020-06-01,202006,SAT.,802.5,4
MI,000,MONONGAHELA INCLINE,Incline,Incline,2020-06-01,202006,SUN.,599.25,4
MI,000,MONONGAHELA INCLINE,Incline,Incline,2020-06-01,202006,WEEKDAY,398.818181818182,22
60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-06-01,202006,SAT.,267.75,4
60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-06-01,202006,WEEKDAY,434.909090909091,22
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-07-01,202007,SAT.,767.333333333333,3
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-07-01,202007,SAT.,63.3333333333333,3
4,004,4 - TROY HILL,Ross,Bus,2020-07-01,202007,SAT.,139,3
6,006,6 - SPRING HILL,Ross,Bus,2020-07-01,202007,SAT.,277.333333333333,3
8,008,8 - PERRYSVILLE,Ross,Bus,2020-07-01,202007,SAT.,949.666666666667,3
11,011,11 - FINEVIEW,Ross,Bus,2020-07-01,202007,SAT.,141.666666666667,3
12,012,12 - MCKNIGHT,Ross,Bus,2020-07-01,202007,SAT.,736,3
13,013,13 - BELLEVUE,Ross,Bus,2020-07-01,202007,SAT.,876,3
14,014,14 - OHIO VALLEY,Ross,Bus,2020-07-01,202007,SAT.,321.666666666667,3
15,015,15 - CHARLES,Ross,Bus,2020-07-01,202007,SAT.,461.333333333333,3
16,016,16 - BRIGHTON,Ross,Bus,2020-07-01,202007,SAT.,1187.66666666667,3
17,017,17 - SHADELAND,Ross,Bus,2020-07-01,202007,SAT.,324,3
21,021,21 - CORAOPOLIS,Collier,Bus,2020-07-01,202007,SAT.,413.333333333333,3
22,022,22 - MCCOY,Collier,Bus,2020-07-01,202007,SAT.,227,3
24,024,24 - WEST PARK,Collier,Bus,2020-07-01,202007,SAT.,685.666666666667,3
26,026,26 - CHARTIERS,Collier,Bus,2020-07-01,202007,SAT.,326,3
27,027,27 - FAIRYWOOD,Collier,Bus,2020-07-01,202007,SAT.,382.333333333333,3
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-07-01,202007,SAT.,699.666666666667,3
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-07-01,202007,SAT.,441.666666666667,3
38,038,38 - GREEN TREE,Collier,Bus,2020-07-01,202007,SAT.,154,3
39,039,39 - BROOKLINE,Collier,Bus,2020-07-01,202007,SAT.,123,3
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-07-01,202007,SAT.,90,3
41,041,41 - BOWER HILL,Collier,Bus,2020-07-01,202007,SAT.,235,3
43,043,43 - BAILEY,Collier,Bus,2020-07-01,202007,SAT.,131,3
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-07-01,202007,SAT.,132.666666666667,3
48,048,48 - ARLINGTON,Collier,Bus,2020-07-01,202007,SAT.,809.666666666667,3
51,051,51 - CARRICK,West Mifflin,Bus,2020-07-01,202007,SAT.,2886,3
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-07-01,202007,SAT.,211,3
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-07-01,202007,SAT.,935.666666666667,3
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-07-01,202007,SAT.,587.666666666667,3
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-07-01,202007,SAT.,397,3
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-07-01,202007,SAT.,486,3
58,058,58 - GREENFIELD,East Liberty,Bus,2020-07-01,202007,SAT.,76,3
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-07-01,202007,SAT.,1299,3
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-07-01,202007,SAT.,165.666666666667,3
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-07-01,202007,SAT.,1066.66666666667,3
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-07-01,202007,SAT.,840,3
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-07-01,202007,SAT.,1666.33333333333,3
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-07-01,202007,SAT.,882.333333333333,3
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2020-07-01,202007,SAT.,763.666666666667,3
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-07-01,202007,SAT.,382,3
69,069,69 - TRAFFORD,East Liberty,Bus,2020-07-01,202007,SAT.,193.666666666667,3
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-07-01,202007,SAT.,931.333333333333,3
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-07-01,202007,SAT.,488.333333333333,3
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-07-01,202007,SAT.,1165.33333333333,3
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-07-01,202007,SAT.,591.666666666667,3
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2020-07-01,202007,SAT.,266.333333333333,3
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-07-01,202007,SAT.,748.333333333333,3
77,077,77 - PENN HILLS,East Liberty,Bus,2020-07-01,202007,SAT.,650.333333333333,3
79,079,79 - EAST HILLS,East Liberty,Bus,2020-07-01,202007,SAT.,385.333333333333,3
81,081,81 - OAK HILL,West Mifflin,Bus,2020-07-01,202007,SAT.,520.333333333333,3
82,082,82 - LINCOLN,East Liberty,Bus,2020-07-01,202007,SAT.,1513,3
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-07-01,202007,SAT.,941.666666666667,3
86,086,86 - LIBERTY,East Liberty,Bus,2020-07-01,202007,SAT.,1282,3
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-07-01,202007,SAT.,355.666666666667,3
88,088,88 - PENN,East Liberty,Bus,2020-07-01,202007,SAT.,752,3
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-07-01,202007,SAT.,124.666666666667,3
91,091,91 - BUTLER STREET,Ross,Bus,2020-07-01,202007,SAT.,962.666666666667,3
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-07-01,202007,SAT.,544,3
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-07-01,202007,SAT.,2049.33333333333,3
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-07-01,202007,SAT.,469.333333333333,3
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-07-01,202007,SAT.,421.333333333333,3
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2020-07-01,202007,SAT.,264.666666666667,3
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-07-01,202007,SAT.,416.333333333333,3
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-07-01,202007,SUN.,598.8,5
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-07-01,202007,SUN.,26,5
6,006,6 - SPRING HILL,Ross,Bus,2020-07-01,202007,SUN.,295.4,5
8,008,8 - PERRYSVILLE,Ross,Bus,2020-07-01,202007,SUN.,595.4,5
11,011,11 - FINEVIEW,Ross,Bus,2020-07-01,202007,SUN.,98.2,5
12,012,12 - MCKNIGHT,Ross,Bus,2020-07-01,202007,SUN.,494.6,5
13,013,13 - BELLEVUE,Ross,Bus,2020-07-01,202007,SUN.,428.6,5
14,014,14 - OHIO VALLEY,Ross,Bus,2020-07-01,202007,SUN.,187.4,5
15,015,15 - CHARLES,Ross,Bus,2020-07-01,202007,SUN.,273.6,5
16,016,16 - BRIGHTON,Ross,Bus,2020-07-01,202007,SUN.,873,5
17,017,17 - SHADELAND,Ross,Bus,2020-07-01,202007,SUN.,337.2,5
21,021,21 - CORAOPOLIS,Collier,Bus,2020-07-01,202007,SUN.,319.8,5
24,024,24 - WEST PARK,Collier,Bus,2020-07-01,202007,SUN.,518.8,5
26,026,26 - CHARTIERS,Collier,Bus,2020-07-01,202007,SUN.,219.2,5
27,027,27 - FAIRYWOOD,Collier,Bus,2020-07-01,202007,SUN.,297,5
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-07-01,202007,SUN.,580.8,5
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-07-01,202007,SUN.,333.8,5
38,038,38 - GREEN TREE,Collier,Bus,2020-07-01,202007,SUN.,95,5
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-07-01,202007,SUN.,57.8,5
41,041,41 - BOWER HILL,Collier,Bus,2020-07-01,202007,SUN.,150.8,5
43,043,43 - BAILEY,Collier,Bus,2020-07-01,202007,SUN.,106,5
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-07-01,202007,SUN.,118.8,5
48,048,48 - ARLINGTON,Collier,Bus,2020-07-01,202007,SUN.,494.8,5
51,051,51 - CARRICK,West Mifflin,Bus,2020-07-01,202007,SUN.,1992.4,5
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-07-01,202007,SUN.,101.8,5
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-07-01,202007,SUN.,476.8,5
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-07-01,202007,SUN.,466,5
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-07-01,202007,SUN.,281.6,5
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-07-01,202007,SUN.,353.6,5
58,058,58 - GREENFIELD,East Liberty,Bus,2020-07-01,202007,SUN.,39.6,5
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-07-01,202007,SUN.,933.6,5
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-07-01,202007,SUN.,799.2,5
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-07-01,202007,SUN.,616.6,5
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2020-07-01,202007,SUN.,1198.8,5
61D,061D,61D - MURRAY,West Mifflin,Bus,2020-07-01,202007,SUN.,575,5
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2020-07-01,202007,SUN.,450.2,5
67,067,67 - MONROEVILLE,East Liberty,Bus,2020-07-01,202007,SUN.,238.4,5
69,069,69 - TRAFFORD,East Liberty,Bus,2020-07-01,202007,SUN.,157,5
71A,071A,71A - NEGLEY,East Liberty,Bus,2020-07-01,202007,SUN.,688.2,5
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2020-07-01,202007,SUN.,279,5
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2020-07-01,202007,SUN.,710,5
71D,071D,71D - HAMILTON,East Liberty,Bus,2020-07-01,202007,SUN.,427.6,5
75,075,75 - ELLSWORTH,East Liberty,Bus,2020-07-01,202007,SUN.,532.2,5
77,077,77 - PENN HILLS,East Liberty,Bus,2020-07-01,202007,SUN.,429,5
79,079,79 - EAST HILLS,East Liberty,Bus,2020-07-01,202007,SUN.,360.4,5
81,081,81 - OAK HILL,West Mifflin,Bus,2020-07-01,202007,SUN.,371,5
82,082,82 - LINCOLN,East Liberty,Bus,2020-07-01,202007,SUN.,1088,5
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2020-07-01,202007,SUN.,583.4,5
86,086,86 - LIBERTY,East Liberty,Bus,2020-07-01,202007,SUN.,850.6,5
87,087,87 - FRIENDSHIP,East Liberty,Bus,2020-07-01,202007,SUN.,125.4,5
88,088,88 - PENN,East Liberty,Bus,2020-07-01,202007,SUN.,654,5
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2020-07-01,202007,SUN.,87.6,5
91,091,91 - BUTLER STREET,Ross,Bus,2020-07-01,202007,SUN.,586.8,5
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2020-07-01,202007,SUN.,386.4,5
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2020-07-01,202007,SUN.,1412.8,5
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2020-07-01,202007,SUN.,274.2,5
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2020-07-01,202007,SUN.,320.2,5
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-07-01,202007,SUN.,299.8,5
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-07-01,202007,WEEKDAY,1021.26086956522,23
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-07-01,202007,WEEKDAY,443.434782608696,23
4,004,4 - TROY HILL,Ross,Bus,2020-07-01,202007,WEEKDAY,221.434782608696,23
6,006,6 - SPRING HILL,Ross,Bus,2020-07-01,202007,WEEKDAY,578.130434782609,23
7,007,7 - SPRING GARDEN,Ross,Bus,2020-07-01,202007,WEEKDAY,49.0869565217391,23
8,008,8 - PERRYSVILLE,Ross,Bus,2020-07-01,202007,WEEKDAY,1498.65217391304,23
11,011,11 - FINEVIEW,Ross,Bus,2020-07-01,202007,WEEKDAY,285.086956521739,23
12,012,12 - MCKNIGHT,Ross,Bus,2020-07-01,202007,WEEKDAY,625.086956521739,23
13,013,13 - BELLEVUE,Ross,Bus,2020-07-01,202007,WEEKDAY,1037.82608695652,23
14,014,14 - OHIO VALLEY,Ross,Bus,2020-07-01,202007,WEEKDAY,628.347826086957,23
15,015,15 - CHARLES,Ross,Bus,2020-07-01,202007,WEEKDAY,514.130434782609,23
16,016,16 - BRIGHTON,Ross,Bus,2020-07-01,202007,WEEKDAY,1822.04347826087,23
17,017,17 - SHADELAND,Ross,Bus,2020-07-01,202007,WEEKDAY,671.130434782609,23
18,018,18 - MANCHESTER,Ross,Bus,2020-07-01,202007,WEEKDAY,32.7826086956522,23
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2020-07-01,202007,WEEKDAY,112.347826086957,23
20,020,20 - KENNEDY,Collier,Bus,2020-07-01,202007,WEEKDAY,302.608695652174,23
21,021,21 - CORAOPOLIS,Collier,Bus,2020-07-01,202007,WEEKDAY,680,23
